id,fname,category,country
90,Chicken Dish,Muamba de galinha,Angola
91,Sauce,Piri Piri Sauce,Angola
92,Stew,Kizaka,Angola
93,Pudding,Cocada amarela,Angola
94,Insect Dish,Catatos,Angola
95,Bread,Chikwanga,Angola
96,Insect Dish,Gafanhotos de palmeira,Angola
97,Appetizer,Papaya with Port Wine,Angola
98,Stew,Fungee and Pepperpot,Antigua and Barbuda
99,Dessert,Ducana,Antigua and Barbuda
100,Offal Soup,Goat Water,Antigua and Barbuda
101,Pork Dish,Pork Chops with Bananas and Bacon,Antigua and Barbuda
102,Bread,Antiguan Butter Bread,Antigua and Barbuda
103,Appetizer,Black Angelhair Fritters,Antigua and Barbuda
104,Cookie,Alfajor,Argentina
105,Barbecue,Asado,Argentina
106,Barbecue,Parrilla,Argentina
107,Dessert,Dulce de leche,Argentina
108,Beef Dish,Milanesa,Argentina
109,Sauce,Chimichurri,Argentina
110,Sweet Pastry,Medialunas,Argentina
111,Sandwich,ChoripÃƒÂ¡n,Argentina
112,Sandwich,Sandwich de lomo,Argentina
113,Cake,Rogel,Argentina
114,Stew,Locro,Argentina
115,Pizza,Fugazza,Argentina
116,Sandwich type,Sandwiches de miga,Argentina
117,Chocolate Cake,Chocotorta,Argentina
118,Cheese Dish,Provoleta,Argentina
119,Tart,Pastafrola,Argentina
120,Pizza,Fugazzeta,Argentina
121,Beef Dish,Milanesa napolitana,Argentina
122,Dessert,Dulce de leche,Argentina
123,Beef Dish,Milanesa,Argentina
124,Sauce,Chimichurri,Argentina
125,Sweet Pastry,Medialunas,Argentina
126,Sandwich,ChoripÃƒÂ¡n,Argentina
127,Sandwich,Sandwich de lomo,Argentina
128,Cake,Rogel,Argentina
129,Stew,Locro,Argentina
130,Pizza,Fugazza,Argentina
131,Sandwich type,Sandwiches de miga,Argentina
132,Chocolate Cake,Chocotorta,Argentina
133,Cheese Dish,Provoleta,Argentina
134,Tart,Pastafrola,Argentina
135,Pizza,Fugazzeta,Argentina
136,Beef Dish,Milanesa napolitana,Argentina
137,Beef Dish,Matambre relleno,Argentina
138,Meat Dish,Matambre a la pizza,Argentina
139,Salsa,Salsa Criolla,Argentina
140,Dessert,Dulce de batata,Argentina
141,Snack,Tortas fritas,Argentina
142,Beef Dish,Tira de asado,Argentina
143,Appetizer,Tomates rellenos,Argentina
144,Cheese Dessert,Postre vigilante,Argentina
145,Sandwich,SÃƒÂ¡nguche de milanesa,Argentina
146,Savory Pastry,Empanadas Tucumanas,Argentina
147,Cake,Postre Balcarce,Argentina
148,Flatbread,FainÃƒÂ¡,Argentina
149,Sauce,Salsa golf,Argentina
150,Dessert,Flan mixto,Argentina
151,Beef Dish,Asado con cuero,Argentina
152,Side Dish,Berenjenas en escabeche,Argentina
153,Wafer,Cubanitos,Argentina
154,Sweet Pastry,Bolas de fraile,Argentina
155,Cake,Milhojas de dulce de leche,Argentina
156,Beef Dish,Milanesa a caballo,Argentina
157,Sweet Pastry,Pastelitos Criollos,Argentina
158,Lamb/Mutton Dish,Cordero patagÃƒÂ³nico al asador,Argentina
159,Freshwater Fish Dish,Trucha a la parrilla,Argentina
160,Cake,Torta negra Galesa,Argentina
161,Saltwater Fish Dish,Dorada a la parrilla,Argentina
162,Stew,ChupÃƒÂ­n de pescado,Argentina
163,Beef Dish,Milanesa de peceto,Argentina
164,Stew,Guiso carrero,Argentina
165,Vegetable Dish,ColchÃƒÂ³n de arvejas,Argentina
166,Meat Cut,Lomo de llama,Argentina
167,Stew,Carbonada Criolla,Argentina
168,Breakfast,Revuelto de Gramajo,Argentina
169,Savory Pastry,Empanada CatamarqueÃƒÂ±a,Argentina
170,Meat Dish,Tamales SalteÃƒÂ±os,Argentina
171,Freshwater Fish Dish,Boga a la parrilla,Argentina
172,Savory Pastry,Empanada Cordobesa,Argentina
173,Freshwater Fish Dish,PacÃƒÂº a las brasas,Argentina
174,Savory Pastry,Arabian Empanadas,Argentina
175,Salad,Ensalada Criolla,Argentina
176,Snack,Panchuker,Argentina
177,Pastry,Sacramentos,Argentina
178,Flatbread,Tortilla SantiagueÃƒÂ±a,Argentina
179,Stew,Cazuela de llama,Argentina
180,Pork Dish,Costillas de cerdo a la Riojana,Argentina
181,Sauce,Chimichurri rojo,Argentina
182,Meat-based Sauce,Salsa tuco,Argentina
183,Flatbread,Lavash,Armenia
184,Snack,Lamadjo,Armenia
185,Stew,Dzhash,Armenia
186,Ground Meat Dish,Dolma,Armenia
187,Vegetable Dish,Ghapama,Armenia
188,Porridge,Harissa,Armenia
189,Dumplings,Manti,Armenia
190,Barbecue,Khorovats,Armenia
191,Sweet Bread,Gata,Armenia
192,Vegetable Dish,Topik,Armenia
193,Ground Meat Dish,Lula kebab,Armenia
194,Savory Pie,Semsek,Armenia
195,Offal Dish,Tjvjik,Armenia
196,Meat Soup,Arganak,Armenia
197,Stew,Kchuch,Armenia
198,Appetizer,Yalanchi,Armenia
199,Flatbread,Zhingyalov khats,Armenia
200,Flatbread,Matnakash,Armenia
201,Salad,Eetch,Armenia
202,Soup,Mantapour,Armenia
203,Soup,Spas,Armenia
204,Soup,Kyalagyosh,Armenia
205,Vegetable Soup,Vospapour,Armenia
206,Sweet Bread,Choereg,Armenia
207,Dessert,Anoushabour,Armenia
208,Meat Soup,Kololik,Armenia
209,Pancake,Beeshee,Armenia
210,Nuts,Macadamia,Australia
211,Apple,Granny Smith,Australia
212,Chocolate Biscuit,Tim Tam,Australia
213,Apple,Cripps Pink,Australia
214,Herb,Lemon Myrtle,Australia
215,Fruit,Quandong,Australia
216,Cheese,Fior di Latte (Australia),Australia
217,Plant,Lilly Pilly,Australia
218,Game,Kangaroo Meat,Australia
219,Game,Emu Meat,Australia
220,Game,Crocodile Meat,Australia
221,Seeds,Wattleseed,Australia
222,Salmon,Tasmanian Atlantic Salmon,Australia
223,Honey,Leatherwood Honey,Australia
224,White Fish,Dhufish,Australia
225,Cheese,Mandolin,Australia
226,Oysters,Sydney Rock Oyster,Australia
227,Confectionery,Fantales,Australia
228,Slipper Lobster,Balmain Bug,Australia
229,Slipper Lobster,Moreton Bay Bug,Australia
230,Crayfish,Yabby,Australia
231,Berry,Muntries,Australia
232,Jam,Rosella Jam,Australia
233,Oysters,Tasmanian Oysters,Australia
234,Cheese,Riverine Blue,Australia
235,Cheese,Goat on a Hot Tin Roof,Australia
236,Cheese,Roaring Forties Blue,Australia
237,Cheese,Duet,Australia
238,Cheese,Gippsland Blue,Australia
239,Cheese,McLaren,Australia
240,Cheese,Grabetto,Australia
241,Cheese,Stokes Point Smoked Cheddar,Australia
242,Cheese,Allium Piper,Australia
243,Cheese,Chelsea Blue,Australia
244,Peppercorns,Tasmanian Pepper,Australia
245,Insect,Witchetty Grub,Australia
246,Plant,Illawarra Plums,Australia
247,White Fish,King George Whiting,Australia
248,Plant,North Rothbury Persoonia,Australia
249,White Fish,Blue Warehou,Australia
250,Raspberry,Native Raspberry,Australia
251,White Fish,Elephant Shark,Australia
252,Beef,Tasmanian Beef,Australia
253,Truffle,Tasmanian Truffles,Australia
254,Oysters,Coffin Bay King Oysters,Australia
255,Cheese,Edith,Australia
256,Cheese,Black Pearl,Australia
257,Cheese,Etzy Ketzy,Australia
258,Cheese,Meredith Blue,Australia
259,Lamb,Flinders Island Lamb,Australia
260,Plant,Tasmanian Wasabi,Australia
261,Olive Oil,Tasmanian Olive Oil,Australia
262,Saffron,Tasmanian Saffron,Australia
263,Cheese,Driftwood,Australia
264,Freshwater Fish Dish,Baliq kebab,Azerbaijan
265,Soup,Dovga,Azerbaijan
266,Meat Dish,Soyutma,Azerbaijan
267,Ground Meat Dish,Yarpaq dolmasÃ„Â±,Azerbaijan
268,Ground Meat Dish,Lyulya kebab,Azerbaijan
269,Sweet Pastry,Badambura,Azerbaijan
270,Ground Meat Dish,Domates dolmasi,Azerbaijan
271,Snack,Qutab,Azerbaijan
272,Stew,Buglama,Azerbaijan
273,Rice Dish,Shah pilaf,Azerbaijan
274,Stew,Piti,Azerbaijan
275,Salad,ÃƒÂ‡oban salatasÃ„Â±,Azerbaijan
276,Sauce,Narsharab,Azerbaijan
277,Ground Meat Dish,Tava kebab,Azerbaijan
278,Pasta,Khingal,Azerbaijan
279,Salad,Manqal salatÃ„Â±,Azerbaijan
280,Meat Soup,Kufta bozbash,Azerbaijan
281,Rice Dish,Shirin plov,Azerbaijan
282,Rice Dish,Sheshryanch plov,Azerbaijan
283,Sweet Pastry,Shekerbura,Azerbaijan
284,Side Dish,Levengi,Azerbaijan
285,Dessert,Shirin chorek,Azerbaijan
286,Dumplings,Dushbara,Azerbaijan
287,Cold Soup,Ovdukh,Azerbaijan
288,Vegetable Dish,Serdakh,Azerbaijan
289,Dessert,Yayma,Azerbaijan
290,Chicken Dish,Kurka levengi,Azerbaijan
291,Freshwater Fish Dish,Baliq kebab,Bahamas
292,Soup,Dovga,Bahamas
293,Meat Dish,Soyutma,Bahamas
294,Ground Meat Dish,Yarpaq dolmasÃ„Â±,Bahamas
295,Ground Meat Dish,Lyulya kebab,Bahamas
296,Sweet Pastry,Badambura,Bahamas
297,Ground Meat Dish,Domates dolmasi,Bahamas
298,Snack,Qutab,Bahamas
299,Stew,Buglama,Bahamas
300,Rice Dish,Shah pilaf,Bahamas
301,Stew,Piti,Bahamas
302,Salad,ÃƒÂ‡oban salatasÃ„Â±,Bahamas
303,Sauce,Narsharab,Bahamas
304,Ground Meat Dish,Tava kebab,Bahamas
305,Pasta,Khingal,Bahamas
306,Salad,Manqal salatÃ„Â±,Bahamas
307,Meat Soup,Kufta bozbash,Bahamas
308,Rice Dish,Shirin plov,Bahamas
309,Rice Dish,Sheshryanch plov,Bahamas
310,Sweet Pastry,Shekerbura,Bahamas
311,Side Dish,Levengi,Bahamas
312,Dessert,Shirin chorek,Bahamas
313,Dumplings,Dushbara,Bahamas
314,Cold Soup,Ovdukh,Bahamas
315,Vegetable Dish,Serdakh,Bahamas
316,Dessert,Yayma,Bahamas
317,Chicken Dish,Kurka levengi,Bahamas
318,Snack,Fuchka,Bangladesh
319,Side Dish,Bhorta,Bangladesh
320,Porridge,Haleem,Bangladesh
321,Flatbread,Paratha,Bangladesh
322,Vegetable Dish,Beguni,Bangladesh
323,Dessert,Chomchom,Bangladesh
324,Deep-fried Dessert,Jilapi,Bangladesh
325,Vegetable Dish,Chotpoti,Bangladesh
326,Fish Dish,Ilish macher paturi,Bangladesh
327,Ground Meat Dish,Shami kabab,Bangladesh
328,Rice Dish,Panta ilish,Bangladesh
329,Rice Dish,Panta bhat,Bangladesh
330,Stew,Macher jhol,Bangladesh
331,Snack,Jhalmuri,Bangladesh
332,Fish Dish,Shorshe ilish,Bangladesh
333,Flatbread,Bakarkhani,Bangladesh
334,Appetizer,Souse,Barbados
335,Dessert,Cassava Pone,Barbados
336,Stew,Jug-Jug,Barbados
337,Sandwich,Flying Fish Cutters,Barbados
338,Pork Dish,Pudding and Souse,Barbados
339,Saltwater Fish Dish,Coo-Coo and Flying Fish,Barbados
340,Dessert,Conkies,Barbados
341,Pasta,Bajan Macaroni Pie and Flying Fish,Barbados
342,Sandwich,Ham Cutter,Barbados
343,Side Dish,Bajan Black Eyed Peas and Rice,Barbados
344,Side Dish,Bajan Candied Sweet Potatoes,Barbados
345,Soup,Zhur,Belarus
346,Pasta,Lazanki,Belarus
347,Dumplings,GaluÃ…Â¡ky,Belarus
348,Pancake,Draniki,Belarus
349,Stew,Machanka,Belarus
350,Vegetable Soup,Khaladnik,Belarus
351,Stew,Vereshchaka,Belarus
352,Meat Dish,Pyachysta,Belarus
353,Soup,PoliÃ…Â­ka,Belarus
354,Savory Pastry,Panades,Belize
355,Street Food,Salbute,Belize
356,Chicken Dish,Belizean Rice and Beans with Stewed Chicken,Belize
357,Bread,Fry Jack,Belize
358,Soup,Chimole,Belize
359,Vegetable Dish,Boil Up,Belize
360,Cake,Black Fruit Cake,Belize
361,Fish Dish,Tapou,Belize
362,Fish Soup,Serre la sus,Belize
363,Snack,Darasa,Belize
364,Chicken Dish,Jasha maroo,Bhutan
365,Soup,Ema datsi,Bhutan
366,Pork Dish,Phaksha paa,Bhutan
367,Stew,Shamu datshi,Bhutan
368,Stew,Kewa datsi,Bhutan
369,Breakfast,SalteÃƒÂ±as,Bolivia
370,Chicken Dish,Picante de pollo,Bolivia
371,Rice Dish,Majadito,Bolivia
372,Meat Dish,Pique macho,Bolivia
373,Appetizer,ChicharrÃƒÂ³n,Bolivia
374,Side Dish,Arroz con queso,Bolivia
375,Chicken Dish,Sajta de pollo,Bolivia
376,Meat Dish,Silpancho,Bolivia
377,Offal Soup,Sopa de mondongo,Bolivia
378,Meat Dish,Anticucho,Bolivia
379,Pork Dish,LechÃƒÂ³n al horno,Bolivia
380,Snack,CuÃƒÂ±ape,Bolivia
381,Soup,Sopa de mani,Bolivia
382,Vegetable Dish,Plato paceÃƒÂ±o,Bolivia
383,Soup,Chairo,Bolivia
384,Stew,AjÃƒÂ­ de lengua,Bolivia
385,Meat Dish,Pampaku,Bolivia
386,Stew,Saice,Bolivia
387,Beef Dish,Majao,Bolivia
388,Pasta,AjÃƒÂ­ de fideos,Bolivia
389,Pork Dish,Chancho a la cruz,Bolivia
390,Sandwich,SanduÃƒÂ­che de chola,Bolivia
391,Sauce,Llajua,Bolivia
392,Offal Soup,Caldo de cardÃƒÂ¡n,Bolivia
393,Soup,Lagua de choclo,Bolivia
394,Fried Dough,Tawa-tawa,Bolivia
395,Vegetarian Dish,Risotto de quinoa y pimientos amarillos,Bolivia
396,Ground Meat Dish,Ã„Â†evapi,Bosnia and Herzegovina
397,Savory Pastry,Burek,Bosnia and Herzegovina
398,Technique,SaÃ„Â,Bosnia and Herzegovina
399,Ground Meat Dish,Sarajevski Ã„Â‡evapi,Bosnia and Herzegovina
400,Savory Pastry,Zeljanica,Bosnia and Herzegovina
401,Dessert,Tufahija,Bosnia and Herzegovina
402,Ground Meat Dish,Japrak,Bosnia and Herzegovina
403,Stew,Buranija,Bosnia and Herzegovina
404,Sweet Pastry,JabukovaÃ„Âa,Bosnia and Herzegovina
405,Stew,Bosanski lonac,Bosnia and Herzegovina
406,Cookie,Gurabija,Bosnia and Herzegovina
407,Stew,Kalja,Bosnia and Herzegovina
408,Sweet Pastry,Kadaif,Bosnia and Herzegovina
409,Ground Meat Dish,BanjaluÃ„Âki Ã„Â‡evapi,Bosnia and Herzegovina
410,Chicken Soup,Begova Ã„Âorba,Bosnia and Herzegovina
411,Breakfast,Popara,Bosnia and Herzegovina
412,Savory Pie,KvrguÃ…Â¡a,Bosnia and Herzegovina
413,Ground Meat Dish,Sarma,Bosnia and Herzegovina
414,Ground Meat Dish,TravniÃ„Âki Ã„Â‡evapi,Bosnia and Herzegovina
415,Ground Meat Dish,Tuzlanski Ã„Â‡evapi,Bosnia and Herzegovina
416,Savory Pastry,Sirnica,Bosnia and Herzegovina
417,Dessert,RuÃ…Â¾ice,Bosnia and Herzegovina
418,Savory Pie,KljukuÃ…Â¡a,Bosnia and Herzegovina
419,Savory Pie,KrompiruÃ…Â¡a,Bosnia and Herzegovina
420,Dessert,Ruske kape,Bosnia and Herzegovina
421,Pudding,SutlijaÃ…Â¡,Bosnia and Herzegovina
422,Sweet Pastry,HurmaÃ…Â¡ica,Bosnia and Herzegovina
423,Ground Meat Dish,Sogan-dolma,Bosnia and Herzegovina
424,Dumplings,Klepe,Bosnia and Herzegovina
425,Porridge,Cicvara,Bosnia and Herzegovina
426,Flatbread,Somun,Bosnia and Herzegovina
427,Savory Pie,Prijesnac,Bosnia and Herzegovina
428,Egg Dish,Ã„ÂŒimbur,Bosnia and Herzegovina
429,Egg Dish,Ã„ÂŒimbur s mesom,Bosnia and Herzegovina
430,Savory Pastry,BuredÃ…Â¾ici,Bosnia and Herzegovina
431,Dessert,Smokvara,Bosnia and Herzegovina
432,Side Dish,Pura s luÃ„Âinicom,Bosnia and Herzegovina
433,Cookie,OraÃ…Â¡nica,Bosnia and Herzegovina
434,Snack,UÃ…Â¡tipci s luÃ„Âinicom,Bosnia and Herzegovina
435,Snack,HercegovaÃ„Âki uÃ…Â¡tipci,Bosnia and Herzegovina
436,Flatbread,Pitica,Bosnia and Herzegovina
437,Meat Dish,GradaÃ„ÂaÃ„Âka kutija,Bosnia and Herzegovina
438,Beef Dish,Seswaa,Botswana
439,Offal Dish,Serobe,Botswana
440,Flatbread,Phaphatha,Botswana
441,Porridge,Dikgobe,Botswana
442,Porridge,Bogobe jwa lerotse,Botswana
443,Bread,Mmasekuku,Botswana
444,Barbecue,Churrasco,Brazil
445,Stew,Feijoada (Brazil),Brazil
446,Meat Cut,Picanha,Brazil
447,Snack,Coxinha,Brazil
448,Stew,Moqueca,Brazil
449,Bread,PÃƒÂ£o de queijo,Brazil
450,Side Dish,Farofa,Brazil
451,Meat Dish,Carne de sol,Brazil
452,Casserole,Escondidinho,Brazil
453,Dessert,Beijinho,Brazil
454,Chocolate Dessert,Brigadeiro,Brazil
455,Savory Pastry,Pastel,Brazil
456,Meat Dish,FeijÃƒÂ£o tropeiro,Brazil
457,Pudding,Pudim de leite condensado,Brazil
458,Chocolate Cake,Bolo de brigadeiro,Brazil
459,Burger,X-Tudo,Brazil
460,Stew,Galinhada,Brazil
461,Rice Dish,BaiÃƒÂ£o-de-dois,Brazil
462,Dessert,Mousse de maracujÃƒÂ¡,Brazil
463,Custard,Quindim,Brazil
464,Street Food,AcarajÃƒÂ©,Brazil
465,Stew,BobÃƒÂ³ de camarÃƒÂ£o,Brazil
466,Dessert,Rabanada,Brazil
467,Dessert,Canjica,Brazil
468,Meat Cut,Fraldinha,Brazil
469,Rice Dish,Arroz carreteiro,Brazil
470,Dessert,AÃƒÂ§aÃƒÂ­ na tigela,Brazil
471,Salad,SalpicÃƒÂ£o,Brazil
472,Stew,MocotÃƒÂ³,Brazil
473,Wrap,Pamonha,Brazil
474,Dessert,PÃƒÂ©-de-moleque,Brazil
475,Dessert,Cajuzinho,Brazil
476,Beef Dish,Vaca atolada,Brazil
477,Stew,VatapÃƒÂ¡,Brazil
478,Hot Dog,Cachorro quente,Brazil
479,Sandwich,Bauru,Brazil
480,Dessert,Bolo de rolo,Brazil
481,Dessert,Maria-mole,Brazil
482,Stew,Caruru,Brazil
483,Stew,ManiÃƒÂ§oba,Brazil
484,Snack,Biscoito de polvilho,Brazil
485,Soup,TacacÃƒÂ¡,Brazil
486,Stew,Barreado,Brazil
487,Stew,Moqueca capixaba,Brazil
488,Pudding,Curau,Brazil
489,Appetizer,Arrumadinho,Brazil
490,Porridge,PirÃƒÂ£o,Brazil
491,Cookie,Sequilhos,Brazil
492,Custard,Baba-de-moÃƒÂ§a,Brazil
493,Cake,PavÃƒÂª,Brazil
494,Cheese Dessert,Romeu e Julieta,Brazil
495,Meat Cut,Alcatra,Brazil
496,Dessert,Sagu,Brazil
497,Stew,Moqueca Baiana,Brazil
498,Dessert,Bombocado,Brazil
499,Salad,Salada de maionese,Brazil
500,Cookie,Tareco,Brazil
501,Meat Cut,Cupim,Brazil
502,Stew,Pato no tucupi,Brazil
503,Sauce,Tucupi,Brazil
504,Side Dish,Tutu de feijÃƒÂ£o,Brazil
505,Sandwich,Sanduiche de mortadella,Brazil
506,Casserole,Cuscuz Paulista,Brazil
507,Cheese Dessert,Cartola,Brazil
508,Snack,AbarÃƒÂ¡,Brazil
509,Appetizer,Casquinhas de siri,Brazil
510,Dessert,CrÃƒÂ©me de papaya,Brazil
511,Sandwich,Beirute,Brazil
512,Savory Pie,Torta capixaba,Brazil
513,Vegetable Soup,Quibebe,Brazil
514,Beef Dish,FilÃƒÂ© Oswaldo Aranha,Brazil
515,Appetizer,Carne de onÃƒÂ§a,Brazil
516,Soup,CabeÃƒÂ§a de galo,Brazil
517,Rice Dish,Arroz com pequi,Brazil
518,Side Dish,Cuscuz nordestino,Brazil
519,Seafood Soup,Sopa LeÃƒÂ£o Veloso,Brazil
520,Fish Soup,Caldo de piranha,Brazil
521,Side Dish,AcaÃƒÂ§ÃƒÂ¡,Brazil
522,Cake,Bijajica,Brazil
523,Breakfast,Baixaria,Brazil
524,Pastry,Banitsa,Bulgaria
525,Salad,Shopska Salad,Bulgaria
526,Pastry,Banitsa with Cheese,Bulgaria
527,Cold Soup,Tarator,Bulgaria
528,Ground Meat Dish,Kufte,Bulgaria
529,Vegetable Dish,Mish-mash,Bulgaria
530,Sausage,Lukanka,Bulgaria
531,Cookie,Kurabiiki,Bulgaria
532,Sweet Pastry,Tikvenik,Bulgaria
533,Meat Dish,Kavarma,Bulgaria
534,Ground Meat Dish,Kebapche,Bulgaria
535,Relish,Lutenica,Bulgaria
536,Ground Meat Dish,Sarma,Bulgaria
537,Meat Dish,Meshana skara,Bulgaria
538,Meat Soup,Supa topcheta,Bulgaria
539,Stew,Wine Kebab,Bulgaria
540,Chocolate Cake,Torta Garash,Bulgaria
541,Meat Dish,Banska kapama,Bulgaria
542,Salad,Ovcharska Salad,Bulgaria
543,Spread,Kyopolou,Bulgaria
544,Vegetable Soup,Bob chorba,Bulgaria
545,Soup,Taleshko vareno,Bulgaria
546,Savory Pie,Patatnik,Bulgaria
547,Blood Sausage,Bahur,Bulgaria
548,Appetizer,Sirene po shopski,Bulgaria
549,Stew,Guvech,Bulgaria
550,Meatballs,Kjufteta po chirpanski,Bulgaria
551,Stew,Chomlek,Bulgaria
552,Flatbread,Mekitsa,Bulgaria
553,Offal Soup,Shkembe chorba,Bulgaria
554,Egg Dish,Panagyurski Eggs,Bulgaria
555,Sweet Bread,Kozunak,Bulgaria
556,Meat Soup,Kurban chorba,Bulgaria
557,Sausage,Karnacheta,Bulgaria
558,Appetizer,Chushki burek,Bulgaria
559,Salad,Snezhanka Salad,Bulgaria
560,Pork Dish,Drusan kebab,Bulgaria
561,Sweet Pastry,Kazanlak Donuts,Bulgaria
562,Dessert,Oshav,Bulgaria
563,Offal Dish,Drob po selski,Bulgaria
564,Offal Dish,Ezik v maslo,Bulgaria
565,Fish Soup,Ribena chorba,Bulgaria
566,Meat Dish,Katino meze,Bulgaria
567,Pancake,Marudnik,Bulgaria
568,Spread,Katuk,Bulgaria
569,Cheese Dish,Ã…Â opsko sirenje,Bulgaria
570,Snack,Strandzhanka,Bulgaria
571,Meat Dish,Kavarma po radomirski,Bulgaria
572,Cheese Dish,Kashkaval pane,Bulgaria
573,Sweet Pastry,Funiiki s krem,Bulgaria
574,Rice Dish,Riz gras,Burkina Faso
575,Vegetable Dish,Babenda,Burkina Faso
576,Stew,Ragout d'igname,Burkina Faso
577,Side Dish,TÃƒÂ´,Burkina Faso
578,Fish Dish,Steamed Curried Fish (Amok trey),Cambodia
579,Meat Dish,Lok lak,Cambodia
580,Porridge,Babor,Cambodia
581,Noodle Dish,Num banh chok,Cambodia
582,Street Food,Fried Spider,Cambodia
583,Stew,Yaohon,Cambodia
584,Stew,Samlar kari,Cambodia
585,Salad,Green Papaya Salad (Bok l'hong  ),Cambodia
586,Soup,Samlar machu,Cambodia
587,Noodle Dish,Mee ketang,Cambodia
588,Fish Dish,Crispy Fried Fish with Ginger-Garlic Sauce (Chien chuon),Cambodia
589,Stew,Khar,Cambodia
590,Dessert,Sankhya lapov,Cambodia
591,Meat Dish,Ginger and Meat Stir-Fry (Chha kh'nhei),Cambodia
592,Appetizer,Pleah sach ko,Cambodia
593,Fish Soup,Samlor kako,Cambodia
594,Dessert,Sticky Rice Banana Cake (Ansom chek),Cambodia
595,Pudding,Nom lote,Cambodia
596,Soup,Ngam nguv,Cambodia
597,Appetizer,Nataing,Cambodia
598,Salad,Green Mango Salad (Chruok svay),Cambodia
599,Stew,NdolÃƒÂ©,Cameroon
600,Chicken Dish,Poulet DG,Cameroon
601,Vegetable Soup,Achu Soup,Cameroon
602,Stew,Kondre,Cameroon
603,Stew,Ekwang,Cameroon
604,Vegetable Dish,Sangah,Cameroon
605,Stew,Corn Chaff,Cameroon
606,Stew,Mbongo tchobi,Cameroon
607,Vegetable Dish,Kpwem,Cameroon
608,Vegetable Dish,Kwacoco,Cameroon
609,Street Food,Koki Beans,Cameroon
610,Soup,PÃƒÂ¨pÃƒÂ¨ Soup,Cameroon
611,Soup,Eru,Cameroon
612,Side Dish,Nnam owondo,Cameroon
613,Soup,Mbanga Soup,Cameroon
614,Vegetable Dish,Njamma jamma,Cameroon
615,Soup,Kwepme,Cameroon
616,Stew,NdolÃƒÂ©,Canada
617,Chicken Dish,Poulet DG,Canada
618,Vegetable Soup,Achu Soup,Canada
619,Stew,Kondre,Canada
620,Stew,Ekwang,Canada
621,Vegetable Dish,Sangah,Canada
622,Stew,Corn Chaff,Canada
623,Stew,Mbongo tchobi,Canada
624,Vegetable Dish,Kpwem,Canada
625,Vegetable Dish,Kwacoco,Canada
626,Street Food,Koki Beans,Canada
627,Soup,PÃƒÂ¨pÃƒÂ¨ Soup,Canada
628,Soup,Eru,Canada
629,Side Dish,Nnam owondo,Canada
630,Soup,Mbanga Soup,Canada
631,Vegetable Dish,Njamma jamma,Canada
632,Soup,Kwepme,Canada
633,Stew,Daraba,Chad
634,Stew,Jarret de boeuf,Chad
635,Stew,Peanut and Squash Stew,Chad
636,Porridge,La bouillie,Chad
637,Bread,Marraqueta,Chile
638,Rice Dish,Arroz con huevo,Chile
639,Savory Pie,Pastel de choclo,Chile
640,Salsa,Pebre,Chile
641,Feast,Curanto,Chile
642,Sandwich,Barros Luco,Chile
643,Hot Dog,Completo,Chile
644,Sauce,Mojo de ajo,Chile
645,Sandwich,Chacarero,Chile
646,Appetizer,Chorrillana,Chile
647,Lamb/Mutton Dish,Cordero al palo,Chile
648,Stew,Cazuela de ave,Chile
649,Meat Soup,Valdiviano,Chile
650,Sweet Pastry,Empanadas de manzana,Chile
651,Bread,Pan de huevo,Chile
652,Bread,Pan amasado,Chile
653,Salsa,Chancho en piedra,Chile
654,Stew,CharquicÃƒÂ¡n,Chile
655,Stew,Porotos granados,Chile
656,Clam Dish,Machas a la parmesana,Chile
657,Savory Pastry,Empanadas Chilenas,Chile
658,Cake,Pan de Pascua,Chile
659,Stew,Paila marina,Chile
660,Stew,Porotos con rienda,Chile
661,Stew,Pollo arvejado,Chile
662,Fish Soup,Caldillo de congrio,Chile
663,Appetizer,Pichanga,Chile
664,Sandwich,Churrasco Italiano,Chile
665,Casserole,Pastel de jaiba,Chile
666,Snack,CuchuflÃƒÂ­,Chile
667,Stew,TomaticÃƒÂ¡n,Chile
668,Stew,Carbonada chilena,Chile
669,Salad,Ensalada Chilena,Chile
670,Sandwich,Barros Jarpa,Chile
671,Mussel Dish,Choritos al vapor,Chile
672,Feast,Umu Rapa Nui,Chile
673,Snack,Chochoca,Chile
674,Sweet Pastry,Conejitos,Chile
675,Snack,ÃƒÂ‘achi,Chile
676,Bread,Chapalele,Chile
677,Salad,Palta reina,Chile
678,Bread,Tortilla de rescoldo,Chile
679,Chicken Dish,Pollo al cognac,Chile
680,Side Dish,Arroz graneado,Chile
681,Pancake,Milcao,Chile
682,Egg Dish,Tortilla de porotos verdes,Chile
683,Offal Dish,Ubre asada,Chile
684,Pancake,Panqueques verdes,Chile
685,Vegetarian Dish,Risotto de quinoa y pimientos amarillos,Chile
686,Assorted Small Dishes or Ritual,Dim sum,China
687,Dumplings,Jiaozi,China
688,Dumplings,Baozi,China
689,Dumplings,Wonton,China
690,Sweet Pastry,Mooncake,China
691,Appetizer,Spring Rolls,China
692,Noodle Dish,Chow mein,China
693,Meat Dish,Shabu-shabu,China
694,Flatbread,Shaobing,China
695,Dessert,ManjÃ…Â«,China
696,Pickling,PÃƒÂ o cÃƒÂ i,China
697,Chicken Dish,Kung Pao Chicken,China
698,Technique,Hot Pot,China
699,Sauce,Sweet and Sour Sauce,China
700,Appetizer,Century Egg,China
701,Breakfast,Youtiao,China
